user_id,products,reviews
10057249,155,63
10112689,227,26
10179408,161,37
10226507,155,25
10253228,119,47
10333615,188,31
10349101,240,30
10418869,184,30
10444824,155,24
10496775,186,32
10505636,497,144
10531064,99,26
10537917,183,39
10555888,740,110
10562738,413,79
10584495,556,36
10602968,274,154
10844592,905,26
10854718,258,31
10874426,110,25
10876722,160,38
10971105,153,31
11004595,125,32
11016387,171,31
11028895,160,26
11042001,615,36
11124004,366,69
12252777,222,39
12276997,116,28
12303882,81,29
12382004,209,42
12384180,385,30
12397629,153,57
12447322,150,76
12506316,79,37
12686492,101,53
12687209,261,26
12702613,65,31
12714718,240,39
12790464,90,77
12795783,115,68
12846537,95,56
12937656,685,48
13034978,221,57
13069178,103,25
13078446,164,47
13129499,62,26
13145533,83,25
13178928,374,26
13194436,128,35
13227599,120,27
13308201,59,46
13316375,110,30
13333930,115,24
13339138,553,60
13466540,157,30
13469294,154,71
13501493,1089,25
13576432,68,25
13599801,318,84
13681647,104,26
13713047,524,24
13768102,63,27
13773269,117,31
13780557,166,31
13827383,103,26
13941513,811,36
14048196,81,37
14084312,80,24
14387,118,24
40817,121,76
54560,165,33
56274,727,77
119458,62,41
154750,179,26
245772,192,43
266778,152,31
279702,153,37
326613,276,31
365766,78,28
409349,203,38
413313,193,64
419402,49,28
421857,190,40
442895,366,53
457363,292,26
589100,75,24
628272,225,30
639103,123,44
660288,97,57
706121,252,116
716157,167,26
731959,188,68
851258,79,36
851811,240,34
888202,126,40
1017006,145,70
1055328,94,24
1063491,289,24
1134734,209,24
1153041,156,47
1226441,148,30
1247227,260,138
1265509,79,24
1387048,568,27
1422321,72,24
1424778,144,43
1507683,172,25
1589488,130,48
1714019,137,27
1853723,162,52
1861075,1085,77
1910105,148,30
2095184,186,35
2146445,107,49
2155070,120,26
2172445,98,26
2253422,119,24
2329855,375,44
2429984,100,160
2450246,118,30
2471273,158,29
2495070,33,30
3044639,46,25
3151714,684,24
3267008,123,40
3292201,217,79
3293523,182,97
3377710,678,29
3683294,28,24
3848191,522,25
3925194,1455,40
3964243,52,33
11857739,952,127
11674438,983,84
838460,1125,74
7941919,133,41
9180617,378,30
10371067,1669,106
11197011,1179,34
11391109,1166,38
11865924,252,35
11907857,546,30
11965587,704,34
12021768,939,28
13323579,1128,43
13727770,318,28
498194,1017,41
541342,1020,57
2015465,174,32
3141288,777,67
3338368,1697,198
3937749,602,78
4273840,601,94
4288801,629,30
4482039,1580,26
4742390,230,33
4770553,257,31
4802618,837,48
5199999,837,37
5369759,337,47
5408061,209,64
5765306,296,40
5893833,263,27
5897724,3715,43
6039147,701,27
6242017,503,32
6271173,386,27
6294881,1063,32
6510815,1241,35
6595356,1498,27
6638827,191,28
6682576,445,30
6688019,266,24
6714118,576,29
6810978,333,29
6844278,1559,169
6916698,1348,104
7125361,2016,85
7289569,5133,24
7371249,134,25
7371274,301,50
7381082,856,63
7426111,518,26
7462822,441,26
7531933,1298,48
7801239,402,35
7898382,124,43
7917640,606,48
8214937,287,24
8270666,649,80
8295184,600,54
8338678,155,27
8555051,296,30
8599433,332,29
8605370,428,85
8800917,283,57
8804185,278,32
8858718,6625,168
8878011,545,39
9005776,785,24
9017012,590,56
9066527,1684,194
9100330,319,27
9125000,2931,29
9143925,804,25
9197057,1247,37
9227100,896,26
9233869,475,49
9422084,5199,26
9485971,390,36
9513824,486,48
9796698,785,38
9944953,325,28
10148292,198,43
10232441,1356,24
10247825,577,26
10323900,372,35
10471005,6605,38
10481887,736,97
10580616,9352,55
10584639,265,60
10659567,1150,28
10689109,253,68
10723364,106,28
10775086,933,54
10897518,1937,27
10928660,756,31
10969307,783,30
10976335,1106,25
11150022,366,34
11163781,312,41
11166925,847,25
11181387,339,31
11188309,358,24
11222384,295,25
11224966,2436,28
11236891,259,36
11238888,783,54
11254668,328,68
11263637,438,63
11271339,319,88
11278967,243,30
11290541,440,24
11304136,297,27
11305806,2302,25
11321719,191,24
11325802,473,39
11330220,247,25
11341664,839,27
11371517,673,39
11375971,225,34
11377694,699,33
11387856,352,41
11390852,495,24
11392846,97,31
11402197,507,34
11416744,1183,94
11420829,200,56
11421963,447,130
11456233,242,25
11457774,1170,70
11459916,376,39
11479272,1459,76
11480799,417,24
11484729,437,38
11486613,941,33
11498918,208,25
11499672,531,25
11524474,98,44
11536804,1239,34
11565821,216,40
11578214,241,26
11608323,1164,32
11613865,392,25
11619770,326,28
11620826,313,41
11622160,450,33
11629183,479,37
11637330,1269,37
11646219,403,29
11658204,674,112
11679809,354,81
11693598,4809,29
11696214,411,25
11707436,804,67
11708409,275,24
11715255,588,55
11725883,507,42
11729481,94,26
11742384,317,72
11749562,248,43
11802994,472,28
11813701,114,34
11815660,380,43
11825357,1063,24
11835442,220,25
11837517,106,28
11839531,344,31
11853771,344,43
11862182,342,25
11876001,90,37
11892402,1205,26
11908572,95,38
11945257,168,57
12008646,323,24
12037074,611,41
12037395,361,27
12041974,206,50
12058792,170,59
12076172,264,42
12098461,633,35
12108439,1781,1840
12123871,184,24
12136226,386,65
12167940,434,46
12172273,702,32
12175473,1389,58
12180110,404,28
12184911,713,38
12189387,177,26
12197270,333,41
12228246,731,64
12239167,1317,32
12327535,633,29
12385542,228,35
12419934,783,28
12467608,2828,51
12556410,1254,36
12671664,184,26
12682911,536,37
12703894,462,69
12733445,414,93
12747510,447,33
12763024,803,26
12776548,794,65
12803274,798,78
12852547,985,26
12858337,181,85
12866335,298,27
12869015,506,92
12955666,211,52
13041651,225,32
13106109,871,32
13120962,198,33
13146823,3068,51
13191322,193,37
13269135,342,113
13324265,146,35
13476410,696,78
13503074,1134,64
13511323,2859,27
13580050,671,77
13693548,375,36
13767616,278,53
13858671,609,25
13897740,454,43
13937653,694,24
13960576,137,44
13965844,747,98
13978689,1002,25
13989212,226,30
14004783,165,29
14009590,153,27
14050451,3853,171
14066838,464,25
14152173,625,37
14203836,230,39
14206237,185,48
14230172,215,32
14238951,962,48
14300772,1804,31
18358,1920,62
143515,547,52
172087,282,26
265412,558,45
292523,1399,28
298787,126,25
310023,271,28
436565,383,26
573226,244,26
613370,83,30
666891,284,45
683418,674,46
769907,743,68
783535,433,35
808075,446,61
808393,739,64
814118,266,57
916218,5928,30
941364,228,38
1007212,179,25
1052217,180,37
1105832,304,32
1272257,146,27
1273516,546,29
1298260,615,41
1466545,541,30
1469151,419,27
1586420,175,59
1710351,1131,36
1732588,415,116
1773462,164,26
1794931,215,37
1823969,231,35
1837064,574,37
2003332,567,31
2015212,742,102
2086434,385,33
2113701,265,37
2334616,387,52
2377832,210,26
2381879,373,122
2490069,91,29
2493351,353,26
2606007,180,32
2664957,81,36
2703690,418,126
2757227,127,34
2841930,166,27
2843180,944,31
2845187,370,57
2898258,753,65
2925257,287,54
2955524,549,27
3010673,540,60
3054707,112,30
3062482,1955,45
3128522,315,32
3133896,763,24
3134347,246,40
3320823,210,41
3322242,471,33
3357828,475,104
3368918,589,62
3432939,166,30
3434980,643,60
3448765,617,60
3454288,228,38
3458700,72,56
3496309,190,28
3505985,409,27
3512682,376,29
3621591,283,26
3624796,216,33
3686175,421,36
3702915,444,32
3721508,177,24
3738889,585,24
3787927,752,114
3808541,1321,52
3867672,390,42
3901491,219,107
3937438,246,27
3937604,281,34
3942113,65,29
3994883,162,33
4020509,525,30
4026777,185,73
4070574,126,34
4078719,220,32
4143145,280,29
4211948,193,33
4220254,1255,42
4244224,343,24
4258409,313,52
4264469,621,57
4269158,582,68
4273786,12744,58
4350723,466,27
4357300,5800,112
4361892,874,389
4383334,3435,106
4386224,1467,66
4410052,248,42
4413542,1112,27
4415252,47,26
4433869,377,34
4437847,162,27
4496495,277,27
4498188,547,64
4501187,253,49
4541072,1327,29
4545343,259,60
4559930,882,48
4564759,186,35
4568300,867,93
4570566,221,36
4574825,484,30
4595480,615,35
4601314,300,27
4617699,235,31
4639890,221,40
4643620,148,37
4653314,830,51
4685407,463,55
4711185,239,35
4724722,125,28
4725662,1172,73
4732966,261,39
4733079,93,26
4747901,301,26
4749608,797,40
4753112,5129,33
4809120,258,26
4811286,588,44
4815431,614,37
4866127,983,110
4882815,321,30
4891477,54,36
4918278,221,27
4923174,2461,45
4937550,165,24
4954350,528,37
4963685,252,67
4987539,1437,51
4990119,235,24
4995482,161,28
4997377,1401,28
5007857,169,30
5027860,500,36
5031868,440,134
5034450,1107,32
5034756,273,49
5039795,214,29
5048812,180,27
5049455,118,29
5070090,275,41
5098317,770,26
5171192,889,64
5191320,141,76
5192187,190,31
5196740,1265,47
5216284,1430,32
5242463,122,37
5256542,203,31
5264207,317,25
5342122,152,24
5368232,494,27
5369130,214,104
5369748,216,94
5378900,413,39
5388827,153,30
5398375,1073,341
5398452,166,31
5431084,362,81
5431753,109,25
5449052,289,73
5466382,305,57
5483255,236,28
5491930,216,29
5509373,187,25
5531114,2250,142
5531618,167,32
5531619,304,55
5550770,403,34
5557092,338,49
5559048,2611,62
5559559,258,45
5564254,165,32
5571787,126,25
5576201,60,31
5583908,209,38
5586864,559,37
5597379,579,27
5629767,210,31
5664834,157,32
5676115,210,38
5688187,1360,32
5697518,746,35
5712256,220,25
5733977,429,59
5757120,513,71
5772902,763,31
5793395,344,56
5799279,319,25
5863166,161,26
5880195,207,61
5901068,140,24
5941748,543,31
5942140,176,27
5961431,164,30
5966720,115,25
5975045,181,30
6010355,85,30
6041179,241,29
6049097,130,32
6061382,75,26
6073497,499,78
6076670,320,42
6082337,144,44
6085699,762,58
6090762,2930,51
6101973,226,43
6117750,282,33
6143305,306,54
6145348,162,34
6185391,200,28
6198114,327,41
6206876,680,27
6218967,227,25
6241789,826,24
6250652,138,57
6254350,950,24
6264113,108,25
6285451,576,30
6295241,1830,79
6309173,399,64
6313140,173,36
6317201,131,27
6359103,164,50
6369321,305,35
6371227,140,43
6373250,1804,100
6377190,4291,39
6383978,110,26
6389435,409,128
6395833,195,29
6397093,4194,52
6402649,342,239
6405813,578,38
6412408,463,41
6429250,323,42
6442630,420,24
6449704,472,40
6455510,438,30
6499061,164,46
6500805,143,31
6513081,376,29
6523540,570,35
6554204,730,49
6590836,426,37
6591254,190,32
6602224,871,25
6606681,1570,48
6607034,122,24
6649237,2247,303
6654436,94,31
6718624,583,85
6721768,747,26
6734659,200,34
6775850,1195,165
6776519,335,25
6780497,311,31
6799631,60,32
6829369,99,33
6842676,250,36
6845945,694,24
6937781,176,67
6965243,531,42
6977532,164,59
6986920,126,24
7013606,260,25
7041969,42,25
7113147,433,37
7125098,68,26
7125304,382,26
7131913,208,25
7153831,182,52
7167365,81,32
7258104,171,34
7307354,69,42
7377697,118,36
7419499,349,25
7480969,393,42
7483892,417,38
7484698,389,37
7494682,282,32
7523054,541,32
7526525,707,57
7528171,152,33
7560680,195,27
7575523,905,108
7600506,924,37
7606896,249,114
7631553,255,33
7645082,507,32
7645743,452,29
7678677,225,28
7684917,146,24
7686337,606,48
7686960,120,30
7728538,290,29
7730162,358,61
7732332,62,37
7738141,253,29
7739663,298,104
7759808,329,40
7801034,244,24
7812633,246,32
7817185,193,28
7850983,151,45
7862674,225,30
7866055,259,25
7867138,90,28
7883998,201,24
7884045,104,38
7938192,235,28
7958110,349,43
7981938,127,30
8001798,1347,72
8004754,122,30
8021590,347,41
8037261,430,174
8077365,240,27
8080079,110,36
8081514,31,25
8088513,241,33
8152047,608,27
8156257,548,25
8164636,597,60
8177591,281,36
8187525,133,35
8202185,102,30
8217640,274,27
8224158,483,73
8282398,159,26
8317903,703,31
8330423,104,28
8369316,280,28
8384233,418,55
8414439,200,29
8433794,321,35
8544783,149,28
8562733,107,28
8579162,54,28
8602695,738,45
8612526,158,25
8651460,354,30
8676220,79,27
8715392,455,25
8722152,111,43
8776773,172,54
8777238,241,44
8817086,112,38
8852148,318,25
8861971,178,26
8873640,118,35
8879803,168,53
8884236,125,30
8884334,156,29
8896799,687,59
8926760,173,30
8928287,259,24
8951541,172,80
8968307,431,49
8973727,659,31
9042123,240,27
9049861,191,52
9088306,269,59
9136183,88,24
9136611,147,36
9178004,230,34
9251884,203,24
9273454,776,40
9303659,128,32
9324264,79,33
9336587,36,25
9358232,89,45
9388737,157,25
9395800,242,35
9403106,130,39
9439018,1033,24
9451803,256,34
9476597,309,37
9479926,213,24
9542329,220,56
9571428,131,41
9578006,141,49
9611740,117,30
9618779,80,24
9640390,147,39
9665878,300,69
9676938,98,32
9679212,126,31
9738736,298,29
9793391,155,28
9843115,1173,28
9853141,105,49
9854649,83,30
9920771,511,37
10003198,957,80
10066106,222,25
10068987,105,42
10078785,40,28
10084065,151,38
10118436,190,72
10131647,90,38
10161536,85,45
10166679,172,28
10184903,117,27
10230340,372,26
10344659,149,28
10440739,254,103
10441099,82,55
10445991,422,218
10466086,578,99
10506334,306,39
10534907,499,34
10582426,173,24
10612371,277,27
10638909,82,43
10643403,110,25
10650193,45,27
10678326,166,26
10685688,387,33
10732249,222,55
10792135,140,30
10825997,25,28
10832876,84,41
11019909,166,53
11075838,69,24
11103026,578,62
12024843,157,35
12223070,146,66
12231744,1920,1684
12256547,83,24
12262943,124,27
12285451,1182,57
12290035,109,31
12342436,40,30
12397581,176,60
12465203,768,50
12541128,2108,33
12557800,135,101
12563265,206,39
12570076,57,24
12570094,1281,30
12603539,147,25
12744118,2188,278
12752529,109,24
12783456,86,32
12931694,181,24
12944767,158,25
12977387,1238,55
13010919,211,29
13032573,101,24
13073897,73,28
13080952,58,41
13402308,98,44
13415400,109,26
13431060,270,86
13480445,313,244
13584301,178,27
13648436,372,36
13665639,85,24
13793750,185,30
13833416,1157,44
13842601,144,31
13859302,68,26
13952893,57,28
14050020,331,35
14141770,112,24
34971,127,27
41922,144,42
108095,60,36
131433,200,46
134720,96,45
265217,96,29
269602,150,33
343342,183,25
421971,235,38
536976,260,29
559288,52,28
724066,124,36
851792,176,24
908484,250,36
1051405,108,25
1100371,114,39
1140130,146,26
1162543,206,38
1169998,285,44
1186279,66,29
1468446,232,118
1482142,141,31
1865429,29,28
1929688,117,88
2005506,85,38
2234807,48,25
2665731,138,27
2869430,86,31
2889205,56,36
3119992,79,24
3445578,81,46
3731674,32,78
3928319,1549,26
11966194,437,25
9324486,132,29
11431746,1389,37
4063424,980,39
6301634,376,51
8531698,714,52
9142904,293,54
9610283,2052,58
10991788,515,42
11322187,963,45
11354531,649,39
11368087,373,30
11431541,350,101
11950517,491,25
12144876,614,26
12146865,320,31
12352274,1194,29
12409750,204,34
13461781,184,24
13979842,115,24
1256889,377,27
1376338,1285,51
1987026,1236,46
2228214,859,36
2776535,346,24
2785595,1088,47
3189447,1196,41
3229919,707,35
3281335,489,47
3327009,669,33
3391386,2527,35
3478561,1823,58
3573186,2034,48
4316228,610,58
4462756,729,42
4690401,270,25
4774018,978,70
4982878,726,111
5126648,567,40
5489985,513,39
5702321,1105,139
5925699,1588,79
6193572,1494,78
6254768,146,29
6270992,1184,24
6348345,1288,133
6427516,916,52
6477663,7931,43
6589634,51,24
6810983,778,43
6828621,414,28
7030232,974,25
7083710,1372,27
7134918,338,55
7163645,1672,27
7435768,1800,44
7499876,475,51
7554307,1861,37
7582531,1002,26
7634465,466,25
7655464,1353,48
7685152,342,30
7805096,3751,57
7826047,365,26
8055014,409,37
8146637,774,34
8202282,1104,601
8270551,561,37
8442209,506,56
8563940,1240,25
8653863,766,35
8667122,1928,40
8671409,968,24
8742003,247,45
8744743,448,49
8785778,263,27
8798060,749,29
8829396,444,25
8947080,381,31
9014971,603,43
9025915,232,29
9048944,1328,33
9092842,449,37
9133510,175,32
9228535,1079,59
9275309,411,25
9297841,3226,28
9507145,602,30
9550426,133,30
9582909,264,27
9593829,522,30
9638784,2760,27
9665248,358,57
9710118,1529,31
9728110,2047,61
9804268,127,27
9820330,703,91
9824634,147,28
10001450,1210,71
10058335,656,26
10183993,832,24
10236907,427,34
10259804,422,43
10269468,2669,33
10285219,201,98
10536907,415,29
10561448,595,43
10564773,1398,24
10663043,221,26
10707759,403,39
10712175,1545,27
10747394,181,26
10756189,456,46
10757063,576,24
10757852,161,26
10760979,1065,30
10761413,271,38
10810609,1130,95
10838004,1057,45
10894996,1064,30
10933992,467,83
10958016,488,50
10985116,350,44
10985573,566,98
11011978,889,78
11057993,124,26
11065220,127,25
11084166,242,25
11134331,504,27
11156519,491,57
11159693,281,38
11168017,447,43
11176782,2207,24
11196458,300,46
11203559,479,52
11227132,176,28
11230633,1053,68
11243910,372,27
11266171,561,83
11269591,610,27
11271561,149,38
11286975,1169,153
11310125,911,51
11325358,448,36
11349606,3290,34
11353846,339,37
11367484,204,31
11384222,691,59
11390720,257,27
11402148,214,34
11405063,233,80
11407162,200,40
11414123,789,27
11431468,208,27
11443626,381,56
11446578,889,48
11453375,172,148
11458260,2524,74
11490505,6860,211
11502731,158,108
11503862,438,55
11523763,811,46
11568756,397,28
11575077,615,26
11579990,7463,37
11580683,5271,35
11590230,294,33
11593480,444,32
11649960,433,30
11654415,343,49
11683841,889,26
11697222,457,38
11710535,258,28
11723545,1138,112
11723607,3336,38
11723730,116,24
11730712,737,68
11756411,365,104
11776059,219,50
11790317,777,24
11790479,270,54
11802361,655,61
11803162,299,27
11804354,2864,1288
11820983,341,26
11823766,470,30
11824903,521,41
11831668,396,37
11838650,1160,78
11861399,1325,35
11912054,578,44
11915987,1235,44
11934456,532,24
11936759,256,25
11958398,386,108
11972559,229,40
12010179,442,98
12042441,749,38
12052030,2066,77
12065292,1736,58
12072754,1400,69
12088146,347,45
12111250,181,48
12119468,1401,26
12151187,370,41
12173512,659,28
12174982,443,26
12177486,458,28
12185398,884,30
12192705,449,63
12192718,220,28
12193605,196,26
12244496,266,31
12263575,690,28
12326425,123,27
12326818,525,51
12335866,2294,87
12376954,1518,40
12398472,528,56
12453371,3137,178
12579613,1716,28
12581128,344,37
12690187,412,48
12700576,357,31
12713686,217,28
12714368,181,35
12782084,158,25
12790861,884,50
12842173,455,112
12937025,288,29
12966099,781,65
12994839,182,33
13035209,420,24
13040249,2428,27
13122696,865,85
13217082,965,32
13272279,237,27
13296902,450,40
13313363,88,32
13331626,99,32
13379290,2143,30
13456957,421,109
13601200,814,31
13605434,892,25
13605474,136,25
13621579,218,24
13649257,377,121
13680338,191,45
13726938,524,24
13774531,1007,66
13807519,272,27
13824417,186,31
13842801,312,39
13860217,480,30
13863973,336,25
13873927,208,39
13880919,167,44
13884540,319,52
13891756,754,71
13915248,1819,72
13921398,1597,28
13945371,268,30
13959143,318,29
13970433,2290,24
13975491,205,27
14007728,156,24
14014834,2269,51
14018909,205,24
14025114,247,45
14027553,1017,26
14045537,159,25
14099896,359,31
14118619,83,33
14131140,549,31
14131808,226,35
14138005,366,25
14144267,571,49
14145030,286,25
14221241,289,25
14236840,779,38
14303446,146,26
10922,1344,24
184323,132,27
194841,422,54
242130,1405,26
273852,304,30
338070,439,25
387872,169,127
388609,189,31
420181,318,32
434610,259,24
484371,365,30
515534,391,63
726738,78,29
748547,1686,32
864686,690,27
966123,260,29
1003382,581,42
1045085,308,39
1117012,500,34
1146567,251,132
1147536,281,36
1261353,306,37
1292467,407,29
1302533,270,29
1327473,261,27
1376007,198,27
1384089,546,26
1389342,280,30
1428366,419,100
1534827,257,24
1573466,1519,79
1638985,496,120
1641976,262,27
1672459,735,72
1799504,298,29
1871636,223,37
1948087,235,47
2000001,279,49
2032745,135,26
2177589,554,36
2327355,283,34
2490987,704,26
2515983,228,57
2524506,1654,43
2643394,766,58
2710491,470,27
2761684,941,63
2845844,670,25
2850495,257,27
2877652,871,69
2947160,187,27
2961362,395,43
2999681,189,42
3000986,236,32
3074588,568,52
3101640,1027,33
3222128,280,31
3236039,137,24
3255539,220,33
3270062,412,27
3312062,241,33
3395361,418,24
3421873,9094,95
3514229,390,42
3570480,311,36
3625327,1078,29
3638118,1156,27
3681933,1186,47
3696264,765,314
3753640,226,30
3771505,386,25
3795341,495,32
3832627,167,24
3867865,380,59
3953087,307,60
3960174,223,42
4094157,671,39
4116673,565,114
4122282,189,47
4155672,281,79
4161211,376,39
4208149,1057,28
4221306,423,37
4234613,104,41
4265400,789,29
4272574,2418,693
4282552,273,44
4290236,571,51
4294863,257,59
4308595,400,70
4318160,3702,2714
4335702,132,38
4335851,163,31
4355406,217,26
4383389,607,28
4420391,166,24
4424780,261,24
4429781,2079,26
4483728,153,66
4504683,321,26
4518561,468,93
4528663,198,50
4563968,427,27
4564057,633,33
4597017,327,107
4651825,3475,34
4683410,602,30
4684662,180,25
4705382,1086,48
4731191,197,25
4755243,309,27
4763682,179,33
4790521,273,110
4801467,832,26
4801752,6412,106
4814508,292,32
4850784,1291,31
4852006,258,36
4854352,430,55
4888529,267,27
4898177,364,43
4940913,359,44
5002608,246,26
5009236,303,25
5014177,433,26
5018934,441,28
5026818,979,154
5096894,440,168
5118054,280,36
5122315,232,53
5130950,1177,92
5135899,69,40
5143571,80,25
5149127,76,37
5164245,53,33
5175761,66,42
5185392,614,70
5194209,1521,30
5198754,724,25
5213713,238,27
5227770,4322,34
5237037,340,39
5252954,181,40
5287944,668,66
5288770,206,45
5327968,3057,39
5348400,109,36
5357598,135,29
5368576,1572,30
5377969,334,29
5380604,130,35
5394150,229,24
5394880,300,36
5422696,170,30
5430235,248,33
5438614,6174,51
5468011,186,36
5475338,292,30
5553270,233,50
5568888,299,29
5589378,119,30
5592634,357,61
5623119,44,28
5623677,137,35
5630883,225,38
5680319,216,26
5685315,1342,64
5687689,204,62
5693228,537,25
5700385,954,45
5701399,145,26
5726614,278,25
5738258,369,27
5755122,103,27
5759997,229,43
5762539,241,32
5767655,478,57
5802123,413,28
5811068,370,65
5811348,237,41
5818870,558,36
5820488,514,76
5831707,182,36
5853107,319,57
5864111,579,53
5886957,811,34
5897538,223,49
5934906,353,35
5946838,123,39
5956418,144,81
5957304,352,40
5958729,1714,210
5958921,167,31
5978224,686,43
5991510,126,54
6001874,146,25
6018998,156,26
6020953,139,30
6033845,630,72
6045921,181,64
6084583,132,32
6093571,87,59
6094782,397,25
6098051,1086,34
6110537,401,28
6139777,2669,42
6160409,467,26
6167675,209,56
6176449,111,44
6181209,324,61
6193851,105,31
6214014,771,137
6227719,872,26
6264304,216,58
6287801,261,31
6319158,153,42
6321310,1787,38
6326809,20,26
6328353,1422,69
6341917,77,29
6349206,234,24
6351181,204,31
6369094,108,26
6377562,182,31
6422304,211,102
6423429,86,24
6431707,276,70
6460083,90,24
6501854,506,135
6532667,435,24
6543304,77,60
6546009,264,30
6546477,198,39
6550633,151,46
6576434,182,31
6605358,1243,74
6614875,129,27
6617685,933,28
6638134,351,47
6656257,431,25
6703489,266,42
6739218,98,27
6743942,240,27
6755027,609,25
6757740,556,86
6757798,68,34
6758029,473,27
6761663,264,40
6796958,126,25
6825254,86,26
6836406,496,30
6843369,305,30
6859902,2345,48
6861085,310,40
6880157,112,34
6903977,313,27
6921704,461,29
6922108,147,24
6939060,110,76
6987636,123,28
6990417,226,31
7011235,542,84
7014560,85,27
7016380,88,24
7031386,669,27
7038892,753,81
7043576,1559,151
7063111,815,26
7085523,216,32
7092529,258,26
7108171,414,25
7113785,479,31
7141552,271,71
7166118,332,52
7243621,80,25
7277719,198,27
7308003,312,28
7353642,248,31
7358351,208,26
7366486,135,35
7398168,494,32
7400265,263,25
7404457,407,25
7416645,596,24
7419193,349,37
7517414,575,59
7527462,226,39
7542513,122,31
7546265,184,34
7609465,1050,42
7609521,568,34
7617801,161,31
7630695,354,30
7634998,655,56
7639533,47,31
7657450,377,39
7672064,99,26
7676817,321,26
7686018,235,48
7690394,123,33
7707047,174,28
7707849,364,37
7766970,123,36
7792954,128,26
7808120,257,24
7811044,83,29
7839076,89,30
7844990,642,54
7870121,315,39
7922809,537,40
7935319,227,30
7938212,58,25
7948697,184,57
7948932,325,25
7950660,186,43
7970655,258,106
7972410,57,41
8020784,214,52
8056416,314,36
8070002,113,27
8105788,1587,32
8123982,539,25
8157916,191,30
8193979,256,51
8210780,107,39
8250985,266,38
8312600,59,27
8335508,230,36
8360040,754,43
8377752,296,91
8378767,256,43
8410620,254,29
8421536,204,24
8459536,239,33
8470839,183,24
8489665,193,24
8500759,76,24
8600207,208,26
8610378,154,41
8669182,97,30
8674111,221,52
8725928,159,43
8767451,110,24
8811827,248,31
8821845,597,77
8859165,460,85
8861530,86,62
8873682,324,26
8884483,46,34
8905991,212,35
8917007,190,56
8921636,153,30
8926105,131,35
8939163,216,40
8958823,311,74
8970412,195,33
8980384,169,48
9028515,123,27
9041103,435,57
9044358,1082,40
9093772,138,29
9105071,224,45
9123999,327,24
9152435,752,24
9153052,240,53
9155883,86,33
9222423,251,39
9222687,176,71
9270815,242,40
9284616,479,91
9299554,80,30
9366703,23,26
9368311,311,78
9383871,279,28
9398514,176,25
9469581,92,41
9494429,207,83
9496895,109,36
9508384,932,72
9519973,344,44
9531142,76,28
9544546,369,24
9590639,163,29
9622762,56,24
9631274,686,43
9637225,254,31
9640018,268,79
9656526,365,42
9730398,135,43
9745579,271,26
9754907,102,27
9770167,461,32
9808218,118,26
9831530,98,44
9832642,176,53
9890799,318,27
9895612,262,25
9926222,48,24
9941505,74,30
9998894,392,26
10049753,210,32
10065061,198,54
10145325,135,29
10167317,241,28
10173629,303,28
10204745,690,43
10209025,279,149
10240194,120,77
10242471,131,46
10311597,795,47
10318545,85,30
10341857,113,31
10347968,68,25
10435861,237,91
10443357,274,45
10463222,92,126
10526890,134,27
10533419,170,28
10542888,339,98
10570460,116,26
10575349,165,24
10616583,437,50
10644184,119,43
10670571,449,58
10719460,204,31
10757266,91,40
10797778,154,33
10888677,65,30
10910764,84,56
10929354,81,24
10978896,1093,30
10987689,167,43
11000160,145,29
11050429,201,29
11059271,213,27
11149844,167,48
12010566,261,283
12336776,594,29
12386040,569,51
12413123,110,26
12414975,226,72
12507070,450,53
12517244,308,26
12589872,241,38
12702590,411,52
12778829,117,28
12830076,319,26
12848425,151,29
12863311,209,69
12865389,155,28
12900218,21,68
12904777,107,24
12953074,198,39
12954672,257,49
13036389,50,27
13109294,121,31
13152259,68,26
13166454,80,27
13204442,58,44
13206635,175,61
13225899,193,27
13268765,160,27
13270609,67,26
13307810,246,29
13337368,234,37
13339135,61,29
13348488,155,29
13392302,63,42
13403076,113,36
13467805,119,24
13706912,97,26
13765909,208,36
13835162,72,31
13837190,109,26
13890752,90,28
13918728,90,27
13937121,166,49
13999363,255,32
14053515,265,46
14127249,174,51
14149356,76,34
14153496,589,39
21542,155,25
213937,146,29
247253,107,68
386587,135,34
461242,469,58
474090,168,25
496011,508,438
659721,105,200
705221,305,159
736942,401,25
742577,177,49
745869,59,30
791338,78,29
813353,68,38
860546,93,30
865671,111,29
905458,222,46
1018511,73,30
1097903,123,45
1142486,1006,27
1154420,4013,49
1213863,40,26
1361401,107,30
1363676,145,37
1499787,138,45
1610678,324,27
1736439,89,51
1934449,169,26
1993586,208,29
2052294,116,24
2069208,162,74
2103655,100,24
2152155,135,53
2153616,108,44
2412693,135,25
2829971,116,26
3021339,207,24
3075285,93,29
3107115,83,38
3203087,48,55
3469904,775,55
3527088,59,32
3538328,92,33
3862341,132,25
6716398,511,27
11423250,492,43
6420358,1048,33
10049105,828,25
11975997,1439,25
6914770,557,32
7238745,762,99
9615972,664,47
9641089,277,41
10702212,631,26
10892149,726,33
10969911,268,37
11176587,282,60
11371737,456,31
11513355,514,28
11520810,956,115
12019134,1303,62
12891905,450,28
156769,2919,43
278959,259,73
557243,843,86
1223179,656,127
1412728,129,54
1891998,1652,40
2290105,1067,28
2515109,533,25
2656880,433,30
2659121,732,37
2705412,461,26
3234757,1633,28
3834059,1601,31
4145233,945,44
5243253,452,31
5331065,1188,26
5494458,2186,31
5633687,512,36
5892759,401,37
6003961,434,86
6127660,4254,127
6333071,3394,32
